"userid","trackid","mood.adorable","mood.aggressive","mood.amazed","mood.angry","mood.animated","mood.bitchy","mood.bored","mood.celebratory","mood.cool","mood.dancing","mood.deep","mood.delighted","mood.dramatic","mood.dreamy","mood.driving","mood.easy","mood.elegant","mood.emotional","mood.encouraged","mood.energetic","mood.enthusiastic","mood.epic","mood.euphoric","mood.excited","mood.fantastic","mood.fast","mood.festive","mood.free","mood.friendly","mood.fun","mood.funny","mood.furious","mood.gentle","mood.glorious","mood.good","mood.graceful","mood.happy","mood.heroic","mood.hot","mood.in_love","mood.inspired","mood.intense","mood.interested","mood.joyful","mood.jumpy","mood.liberated","mood.light_hearted","mood.liked","mood.loud","mood.melancholic","mood.moody","mood.motivational","mood.nocturnal","mood.passionate","mood.peaceful","mood.playful","mood.pleasant","mood.positive","mood.powerful","mood.pulsating","mood.reflective","mood.relaxed","mood.religious","mood.repetitive","mood.retro","mood.rhythmical","mood.romantic","mood.sad","mood.satisfied","mood.sensual","mood.sentimental","mood.serene","mood.severe","mood.sexual","mood.sexy","mood.slow","mood.smooth","mood.soft","mood.sorry","mood.spiritual","mood.spontaneous","mood.stimulated","mood.strong","mood.stylish","mood.successful","mood.tragic","mood.tranquil","mood.uplifting","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
70,32230037,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,0,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0
76,42064041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,1,1,0,1,0,1
10,42076662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,1
103,2376800,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
26,30100187,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0
84,22996311,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,1,0,0,0
12,6321441,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,1,0,0,0,0,0,0,0
50,4583638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0
16,6708138,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0
52,16285554,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,1,0,0,1,1,0,1,0
76,15487516,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,0,1
54,42036124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,1,0,1,0,1,0,0,0
58,793633,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0
36,2748259,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0
37,197544,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1
8,15369188,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,1,0,0,0
53,30989540,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
49,41036687,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,,,,1,1,1,0,1,1,1,1,1
57,2853705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0
74,31062847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0
41,13199839,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
78,10343821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
111,33576075,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0
113,37876077,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0
50,43352535,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0
81,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,1,1,0,0,0
43,23867131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,0,1,,,,,,,,,,,0,1,0,1,0,1,0,0,0
80,6929584,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,1
103,3059734,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1,0,0,1,1,0,0,0
17,37923274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,1,0,0,0,1,1,1,0
41,33835964,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
106,417163,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
11,41885629,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1
143,543218,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0
76,2281705,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,0,1,0,0,1,0,0,1,0
116,11173679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,1,0
114,24033,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0
10,33576075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,1,0
57,465213,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,0,1,0,0,1,0,0
111,35972637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,0,0
128,3177930,,,,,,,,,,,,1,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0
113,38751606,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
8,18589764,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,1,0,0,0
147,34219752,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,0,1
73,37762574,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0
39,3843365,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0
143,16701975,,0,,,,,,,1,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,1,0,1,1,0,1
27,12789727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1
25,14753818,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,1
74,365801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0
12,2991750,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,0,0,0,1,0,1,0,0
11,148337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,1,1,0,0,0,0,0
149,20505133,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,0,0
28,39067981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,0,1,1,0,0,0,1,0
16,1725287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
99,425045,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,,,,,,,,,,,0,0,0,0,0,1,0,1,1
8,196650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0
63,30041745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0
101,6130329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0
147,3487853,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,1
13,4309586,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,1,0,0,0,0
95,40506927,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,0,0,0,0,1,0,1,0
171,15387799,,,,,,,,,,,,,,,,,,0,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,0,0,0,0,0,0,0
47,4346670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
63,21610106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0
176,29837734,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
67,4455045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,0,0,0,1,0,0,1,1,1
121,37016375,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0
53,6521478,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
14,159914,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
188,38601491,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
188,36689066,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
81,15462787,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,1,0,0
179,35294061,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,0
102,3520856,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,1,0,0,0,0,0,0,0
125,35357541,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0
14,148326,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0
27,1829855,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
51,36669907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
201,21861151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0
183,21958395,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,0,1,0,0,0,0,1,1,0,0
141,9093385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,0
54,3642253,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,0,0,1,1,0,0,0
51,32318233,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,1,0,0,0,0,0,0,0
